M675688328897896448,2, عزام_الدخيل دخل التعليم بشرف وخرج بشرف لن ينساه التعليم ولن تنساه القلوب اعفاا_وزير_التعليم اوامر_ملكيه,إيجابي,محايد
M675385897832062976,1, عزام_الدخيل مايستاهل حليل امر_ملكي اوامر_ملكيه,إيجابي,سلبي
M675396017769095168,3, على هالنظره واضح ان يوم الجمعه فيه دراسه اعفاا_عزام_الدخيل شبيحه_احمد_العيسى وداعا_عزام اوامر_ملكيه ,سخرية,محايد
M675392323304452096,474, على هالوجه واضح ان يوم الجمعه فيه دراسه اوامر_ملكيه ,سخرية,محايد
M675406630780051456,5, عندك طموح تصبح وزير_التعليم التالي الف كتاب يتناول قضايا تهم التعليم واعط تلميحات انك تمتلك رؤى لتطويره ومبروك اوامر ,محايد,سلبي
M675384685854375936,1, غرد_بصوره يحدث_الان اوامر_ملكيه اعفاا عزام_الدخيل وزير_التعليم من ,لا يمكن تحديده,محايد
M675384728996986880,1, غير البايو بسرعه محد بيشوف اوامر_ملكيه,لا يمكن تحديده,محايد
M675512990930771968,3, فسقى لهما ثم تولى الى الظل اذا احسنت لاي شخص فابتعد عنه لا تحرج ضعفه ولا تلزمه شكرك واصرف عنه وجهك لئلا ترى حياا ,لا يمكن تحديده,محايد
M675400985855057920,3, في صلاه الجمعه دعونا الله بان يوفق ولاه امرنا الان البعض اشعل حروبا تناقض الدعوات اللهم وفق المواطنين لما فيه صلاح ,إيجابي,محايد
M675388501693722624,7, في عيني اليمنى من الورد بستان وفي عيني اليسرى عجاج السنيني اوامر_ملكيه شكرا_منسوبي_التعليم اعفاا_وزير_التعليم ,لا يمكن تحديده,محايد
M675416712477548544,5, قادمه الانهاا مهزله اوامر_ملكيه واقامه حكم الولايات_العربيه لتكون الاوامر للشعب وتنفيذ واذعان الحكومه لهذه الاراده ,سلبي,محايد
M675394905175404544,9, قاعد على قلوبكم من امانه جده للعمل للاقتصاد والتخطيط ما بالبلد الا انا اوامر_ملكيه ,لا يمكن تحديده,محايد
M675429944198094848,2, قصيده الطير جزام ياليتني طيرك تناديه جزام وارف بجناحي وانا في يدينك اوامر_ملكيه ,لا يمكن تحديده,محايد
M675716826014326784,1, قل هو الله الاحد الله الفرد الصمد ياسلام الله لسلمان بن عبدالعزيز ياشبيه العود شرفتنا يابو فهد عيدوا شعبك بما قلت في لفظ ,لا يمكن تحديده,محايد
M675601534156173312,693, كاريكاتير وزير_جديد اوامر_ملكيه السعوديه ,سخرية,محايد
M675724940021248000,3, كاريكاتير وزير_جديد اوامر_ملكيه السعوديه كاريكاتير يمثل الواقع الفعل ,سخرية,محايد
M675387370439647232,3, كان عندي وكري اسمه عزام اجازه_منتصف_العام الاجازه قالها العمده من امس اوامر_ملكيه الاخباريه ام ,لا يمكن تحديده,محايد
M675585278019567616,3, كتب الله الخير لوطني ب خيره ورجاله اوامر_ملكيه,إيجابي,محايد
M675393149603340288,8, كل التوفيق لمعالي الوزير احمد_العيسى لتطهير التعليم من قاذورات الحزبيين وخططهم اوامر_ملكيه_جديده اوامر_ملكيه اعفا ,كلاهما,محايد
M675391750198976512,3, كل واحد طار من مكانه الا العساف ثابت ياجبل م يهزك ريح اوامر_ملكيه,سخرية,محايد
M675387460990431232,1, كلمه شكرالاتفيك حقك فلك من اسمك نصيب كبير في نقله ملحوظه في وزاره التعليم اساله الله لك دوام التوفيق يابو محمد اوامر_ملكيه,إيجابي,محايد
M675388114790125568,1, كلمه_للدكتور_عزام_الدخيل عزام_الدخيل اوامر_ملكيه قدمت الكثير لاثراا التعليم والمعرفه,إيجابي,محايد
M675496597413842944,4, كنا بانتظار اعفاا هذا الوزير صاحب العقل الطفولي والذي لا يعي معنى المسئوليه اعفاا_وزير_التعليم اوامر_ملكيه ,سلبي,محايد
M675393686717505536,4, كنفارو ما شمله الاعفاا اوامر_ملكيه شكرا_خادم_الحرمين,لا يمكن تحديده,محايد
M675644840055595008,2, لا تدري لعل الله يحدث بعد ذ لك امرا اوامر_ملكيه,لا يمكن تحديده,محايد
M675419364322123776,3, لا تعليق الله يشرف اسم القبيله عن فكرك و هرطقاتك يامحمد اوامر_ملكيه ,سلبي,لا يمكن تحديده
M675396676157349888,3, لا تنسوا سجناا الحق العام من الاوامر الملكيه هم بحاجه ماسه للعفو بدون قيود وكل مفرج عنه بمثابه افراج عن اسره بكاملها ا ,محايد,لا يمكن تحديده
M675385118790426624,3, لااا الا عزام الدخيل اوامر_ملكيه تغريده_سابقه,لا يمكن تحديده,سلبي
M675383662481940480,3, لاااااا عززززززززززاام رااااح اوامر_ملكيه,لا يمكن تحديده,سلبي
M675529503242891264,4, لابد من تدخل الداخليه لاغلاق حسابات و قبل ان يتفاقم الوضع عيني عينك بيشكك ,لا يمكن تحديده,محايد
M675421572266631168,8, لماذا عض العلمانيون الانامل من الغيض على عزام_الدخيل ورحبوا ب احمد_العيسى اوامر_ملكيه ,سلبي,محايد
M675412128669507584,7, لماذا كلما القى وزير amp amp رحالا ههنا شد الرحالا تريث ايها المسؤول شيئا amp amp لنعرف في وزارتنا المال اعفاا_عزام_الدخيل اوامر_م ,لا يمكن تحديده,محايد
M675452811262500864,7, لمن سال عن غيابي خلال ال 24 ساعه الماضيه اتوقع جاكم الجواب اوامر_ملكيه ,لا يمكن تحديده,محايد
M675391201927962624,1, ليس لي علاقهبالتعليم ولكن يشهد الله انك كسبت القلوب وذكرك بالخير على لسان الكل اعفاا_عزام_الدخيل اوامر_ملكيه شكرا_عزام,إيجابي,محايد
M675384620804886528,3, ليش تعفوونه يوم حبينااه اوامر_ملكيه عزام_الدخيل,إيجابي,محايد
M675388848881405952,1, ما بوه اوامر تفتح النفس قشع العساف رواتب لربات البيوت بدل مرمطه حافز تعديل نظام الترقيات للموظفين اوامر_ملكيه,سلبي,محايد
M675447985900154880,9, ما رايناه اليوم من اوامر_ملكيه يجعلنا نتفاال اننا مقبلون بمشيئه الله على مرحله انتقاليه هامه سوف تعيد لنا توازنناالفك ,إيجابي,محايد
M675445752743788544,3, ما صحه حديث بين كل اذانين صلاه الاجابه للشيخ ابن عثيمين رحمه الله ما صحه حديث بين كل اذانين ,لا يمكن تحديده,محايد
M675423312303009792,3, ما علمك صوت المطر كيف احتريك عزام_الدخيل اوامر_ملكيه وزير_التعليم_السعودي ,لا يمكن تحديده,محايد
M675401498273124352,1, مااتوقع وانا اختك على هالوجه يمكن نداوم الجمعه اعفاا_عزام_الدخيل اوامر_ملكيه اعفاا_وزير_التعليم ,سخرية,محايد
M675384825277194240,9, مافيه اعفاا عبدالعزيز الدوسري من كره القدم كليا اوامر_ملكيه,محايد,لا يمكن تحديده
M675386056603271168,4, مافيه امر ملكي منا ولا منا يعفى عبدالعزيز الدوسري من فانيله الهلال اوامر_ملكيه,سخرية,لا يمكن تحديده
M675385904136126464,3, مايستاهل الاعفاا حبيب الشعب ابو محمد اوامر_ملكيه اعفاا_عزام_الدخيل الاخباريه وزاره_التعليم ,إيجابي,سلبي
M675385824763072512,1, مايطول بمنصبه وينقلب مخلل بيه الا العفن وهاي حقيقه كولش ما منها مفر يعني ماكو قنص للمعلمين عزام_الدخيل اوامر_ملكيه,لا يمكن تحديده,محايد
M675401153757212672,1, مايمدي_يتم_تعينه_الا شاركونا اوامر_ملكيه_جديده اوامر_ملكيه اعفاا_عزام_الدخيل عاجل وداعا_عزام زد_رصيدك28 تساؤل,لا يمكن تحديده,محايد
M675389046366019584,3, متى تتركون الكذب وتتركون كلمه بناا على طلبه اوامر_ملكيه,سلبي,محايد
M675411824007888896,7, متي يغادرون الكتاتيب اوامر_ملكيه ,لا يمكن تحديده,محايد
M675397638200651776,3, مخطيا من يظن ان التدوير في منصب التعليم سيغير شيئا من الواقع المزري للتعليم اوامر_ملكيه اعفاا_وزير_التعليم اعفاا_ا ,سلبي,محايد
M675665752284897280,3, مخيم الاحبه للايجار الدمام طريق المطار يتميز بموقع جميل ويتميز بكل الخدمات قسيمين لاتفوت الفرصه اوام ,لا يمكن تحديده,محايد
M675445872407273472,3, مدير_تعليم_الطايف_يهدد_طالب احمد_العيسى_وزيرا_للتعليم اوامر_ملكيه هذا الحساب لمن اراد ان يتعلم من خبره الحيا ,لا يمكن تحديده,محايد
M675384053047119872,6, مدير_تعليم_الطايف_يهدد_طالب امر ملكي اعفاا وزير التعليم عزام الدخيل وتعيين احمد العيسى خلفا له اوامر_ملكيه,لا يمكن تحديده,محايد
M675408327455727616,1, مرحبا اهلا وسهلا بك في حال رغبت ان استعلم لك عن سبب التاخير بامكانك متابعتي والتواصل خاص حافز اوامر_ملكيه,لا يمكن تحديده,محايد
M675411617794940928,6, مسمى اوامر_ملكيه يدل على استبداد كلي بالسلطه وحجب ممارستها عن الشعب هذا نظام فاقد الشرعيه يمارس سلطته بادوات القمع واله ,سلبي,محايد
M675394756134989824,3, مع الوزير الجديد مش حتشم تعليق دراسه وزير_التعليم اوامر_ملكيه ,سخرية,محايد
M675400565359255552,4, مع تزاحم ال اوامر_ملكيه ليس فيها ايقاف لسرقه المال العام ونهبالاراضي والتجاره لصالح اسر معينه لكن هناك يوم وقفوهم انه ,سلبي,محايد
M675384867547447296,10, مع سلمان_الحزم ما تنجز مهامك فالوطن ملئ بالابناا الاكفاا القادرين على تاديه المهمه بالشكل المطلوب اوامر_ملكيه,إيجابي,محايد
M675457626843557888,7, مع كل اوامر_ملكيه يقرفنا المتضادون فكريا بالشتائم كالضرات وباسم الوطن والمجتمع زعموا يحسبون ان الاراده الملكيه تذرع المن ,سلبي,محايد
M675391028212408320,32, مع كل تعين جديد ياتي الامل والمسؤول اما ان يقوي هذا الامل او يقضي عليه اوامر_ملكيه,إيجابي,محايد
M675581516228009984,43, معالي الدكتور احمدبن فهد بن ابراهيم الفهيد محافظ المؤسسه العامه للتدريب التقني والمهني سدير روضهسدير اوامر_ملكيه ,لا يمكن تحديده,محايد
M675399908447375360,3, معظم الوزراا اللي تعينوا قريب حدهم سنه سنتين وطاروا عدا توفيق الربيعه لانه اثبت انه كفو للمنصب اللي عين فيه امر_م ,إيجابي,محايد
M675392881121710080,1, معمر ماشااالله اوامر_ملكيه,لا يمكن تحديده,محايد
M675412645181288448,9, من اروع اوامر_ملكيه اعفاا_علي_الغفيص من المؤسسه_العامه_للتدريب_التقني_والمهني هرمنا من اجل هذه اللحظه لم يقدم منذ توليه اي ,إيجابي,محايد
M675388548581847040,15, من الصعب الحصول على رجل يكون اشبه او افضل من هذا الرجل اوامر_ملكيه ,لا يمكن تحديده,محايد
M675386588763959296,1, من المؤمنين رجال صدقوا ماعاهدوا الله عليه شكرا_عزام_الدخيل اوامر_ملكيه اوامر_ملكيه_جديده,لا يمكن تحديده,محايد
M675391521047359488,1, من جد اعوذ بالله احس الكرسي صار عضو طبيعي من جسمه اعفاا_عزام_الدخيل اوامر_ملكيه,سخرية,محايد
M675406592016326656,13, من جديد بدا خروج الفئران احمد_العيسي_وزيرا_للتعليم وزير_التعليم احمد_العيسى اوامر_ملكيه مشروع_التغريب ,لا يمكن تحديده,محايد
M675393146101104640,2, من قبل اسبوع قاعد يسوي له العزام هاند اوفر وزير_التعليم احمد_العيسى عزام_الدخيل اوامر_ملكيه ,لا يمكن تحديده,سلبي
M675390543225094144,6, من كثر مايتغيرون هالوزراا اشتريت بشت احتياط ماتدرون يمكن يجي دوري اوامر_ملكيه,سخرية,محايد
M675398902615511040,3, من نظره الرجال نعرف خوافيه الله يطعمنا خيره امين و شكرا_عزام_الدخيل اعفاا_عزام_الدخيل اوامر_ملكيه ,إيجابي,سلبي
M675395209769955328,3, مو مطمنه لوزير التعليم الجديد الوجه ما يبشر بخير اوامر_ملكيه,سلبي,محايد
M675730140744257536,1, نبايع الامير محمد بن نايف وليا للعهد والامير محمد بن سلمان وليا لولي العهد اوامر_ملكيه ,إيجابي,محايد
M675395532852994048,8, نجاح اي موظف عام في عمله وفي مهمته التي كلف بها هو نجاح للوطن وفي خدمه المواطن دعواتنا لهم بالتوفيق والنجاح التفاؤل طيب ,إيجابي,محايد
M675428513969782784,4, نسال الله ان ينفع بهذه التعيينات وان يولي علينا خيارنا ويحفظ بلادنا ويديم عزها اوامر_ملكيه,إيجابي,محايد
M675603096417009664,3, نطالب الملك سلمان حفظه الله ب اوامر_ملكيه بنقل جميع المغتربات واستقرارهن,لا يمكن تحديده,محايد
M675393277173067776,4, هذا سبب اعفاا عزام_الدخيل اعفاا_وزير_التعليم اعفاا_عزام_الدخيل اوامر_ملكيه وليد_الفراج,لا يمكن تحديده,محايد
M675393705931616256,3, هذا هو كتاب الوزيرالجديد الذي اصدره سابقا ومنع من النشر لما في محتواه الله يستر اوامر_ملكيه ,محايد,سلبي
M675390858259210240,3, هذا هو وزير التعليم الجديد احمد بن محمد العيسى الله يسخره لنا اوامر_ملكيه ,سخرية,محايد
M675562815130877952,4, هذه مصادر الاخبار عن اي اوامر_ملكيه وغيرها غير صحيح شيفرون الخفجي الوفره,لا يمكن تحديده,محايد
M675643945859325952,6, هل يعتقدون ان الشعب السعودي لا يمكنه التميز بين الحقيقه و الوهم حائل مستشفى_حائل_العام فساد اوامر_ملكيه ,لا يمكن تحديده,سلبي
M675433706652307456,3, هل يعني هذا ان كل استشاره رضاوه اوامر_ملكيه,لا يمكن تحديده,محايد
M675393533570871296,20, هنيئا للتعليم تعيين وزيره د احمد العيسى الخبير الذي وصف وحلل مشاكل التعليم في كتبه ومقالاته بمنهجيه ورصانه اوامر_ملكيه,إيجابي,محايد
M675388028446244864,3, هههههههههه عزام_الدخيل اوامر_ملكيه اعفاا ,سخرية,محايد
M675397263611584512,3, و الله حلووووو شوي تصير وزير و بعدين تعفى بنائا ع طلبك و بعدين تصير مستشار بالديوان الملكي الله يرزقنا و نصير و زراا اوامر_م ,إيجابي,محايد
M675633090698584064,3, واشدد يدك بحبل الله معتصما فانه الركن ان خانتك اركان اوامر_ملكيه,لا يمكن تحديده,محايد
M675517439833186304,5, والله لنثارن ياختاه حياتك_تكمل_ب حجابي دوله_الخلافه الدوله_الاسلاميه اعفاا_عزام_الدخيل اوامر_ملكيه ,لا يمكن تحديده,محايد
M675384547471675392,49, واننا لمحزونون على اعفاا الوزير عزام الدخيل اوامر_ملكيه,سلبي,محايد
M675395805616951296,21, وتبقى العيون النائمه باقيه للاسف احمد_العيسى_وزيرا_للتعليم اعفاا_عزام_الدخيل اوامر_ملكيه ,لا يمكن تحديده,سلبي
M675389053622161408,1, وداعا_عزام عزام_الدخيل اوامر_ملكيه الله يجزاه عناوعن المسلمين خير الجزاا الله يكتب له الخيره اين ماكان ويعوضنا خيرا,محايد,إيجابي
M675384312179597312,9, وزير التعليم الجديد احمد العيسى بطل مسرح اليمامه سلامي على السلفيين اولهم الدويش و الاحمد اوامر_ملك ,إيجابي,محايد
M675387759754739712,7, وزير التعليم الجديد احمد العيسى حذف حسابه مايبيهم يطلعون فضايحه اوامر_ملكيه ,سلبي,محايد
M675393611819819008,3, وزير التعليم الجديد يخوف شكلو وما عندو لعب اوامر_ملكيه,سلبي,محايد
M675398472808448000,3, وزير خدم شريحه مهمه وفي مرحله حساسه ف بلادنا الحبيبه واكرمه مليكنا بتعيينه مستشارا ف الديوان الملكي بمرتبه وزير وفقه الله ,إيجابي,محايد
M675397028751519744,1, وزير_التعليم احمد_العيسى يبدو انه غير مرحب به ومن خلال تغريداته وتصريحاته الاعلاميه يتضح انه متطرف يساري اعفاا_عزام_الدخيل اوامر_ملكيه,سلبي,محايد
M675405894625136640,255, وزير_التعليم الجديد العيسى قضايا التعليم معروفه ومتفائلون بحلها اوامر_ملكيه احمد_العيسى ,إيجابي,محايد
M675398112987475968,7, وزير_التعليم الجديد حذف حسابه من تويتر خاف من النبش هذه كان حسابه اوامر_ملكيه ,سلبي,محايد
M675387877770022912,1, وزير_التعليم الجديد من وجه واضح معصي ان دلعتكم مثل عزام اعفاا_وزير_التعليم اوامر_ملكيه اوامر_ملكيه ,سخرية,محايد
M675434037276770304,2, وزير_التعليم اوامر_ملكيه هذاوانت ماجلست على كرسي منصبك الجديد وقامويناعقون شكل وزاره التعليم ماشيه ف المسار الصحيح ,سلبي,محايد
M675389955464634368,2, وزير_التعليم د احمد العيسى اللهم اجعله خير خلف لخير سلف احمد_العيسى اوامر_ملكيه ,إيجابي,محايد
M675406407852797952,1, وزير_التعليم لا اسمحولي كان ل حساب والحين تقولو مافي بديت اغسل يدي منه من بدايتها كذا زعلتوني خلاص اوامر_ملكيه,سلبي,محايدم
M675402712155058176,1, وزير_التعليم لحستو مخي مو في الحساب الاول ملغي والحين هذا ننتظر الحساب الحقيقي اوامر_ملكيه,لا يمكن تحديده,محايد
M675557239806140416,6, وزير_التعليم_احمد_العيسي ضد قرار عزام_الدخيل بفتح فصول لتحفيظ القران الكريم اوامر_ملكيه,سلبي,محايد
M675398617889447936,1, وزير_التعليم_الجديد اذا بيغيرون شعار التعليم يكلموني من بدري هذا انا اول واحد حاجز وتكلفت اتعابي40مليون بس اوامر_ملكيه تعليق_الدراسه,سخرية,محايد
M675388167164416000,3, وش السالفه اوامر_ملكيه يبدو ان الخطا لا يغفر في عهد سلمان شكرا خادم الحرمين كما قال ال ,إيجابي,محايد
M675385571737534464,3, وش هالديموقراطيه ما شاا الله كلهم اعفاا بناا على طلبهم عطوني وزاره واطلب اعفاا واخذ مميزات الوزير طول عمري اوامر_ملكيه,إيجابي,محايد
M675406444041256960,5, وضع المعلمين الان وزير_التعليم_احمد_العيسى اوامر_ملكيه اعفاا_عزام_الدخيل ,لا يمكن تحديده,محايد
M675388495427477504,1, وضعيه المعلمات عندي وضعيه الميت خاصه الابتدائي كله ع الدخيل اوامر_ملكيه,لا يمكن تحديده,محايد
M675388855063814144,5, وفق الله الجميع لما يحب ويرضا اللهم اجعل هذه القرارات فيها خدمه للاسلام والمسلمين اوامر_ملكيه,إيجابي,محايد
M675398319556993024,3, وفق الله كل من عين لخدمه بلدهم واخوتهم وجزى كل من اعفي خير الجزاا على ماقدم اوامر_ملكيه عزام_الدخيل,إيجابي,محايد
M675403563561021440,4, وفق الله من عينوا حديثا لخدمه وطننا الغالي ونسال الله ان يسخر لهم من يعينهم على ذلك اوامر_ملكيه ,إيجابي,محايد
M675407525492166656,3, وفقك الله يا خادم_الحرمين_الشريفين وسدد على طريق الخير والحق خطاك اوامر_ملكيه ,إيجابي,محايد
M675634833251545088,1, ولاتغريده من التغريدات اللي قولت عليها جات في اوامر_ملكيه,لا يمكن تحديده,محايد
M675392550014951424,1, وليد_الفراج وش سويت اوامر_ملكيه,لا يمكن تحديده,محايد
M675388197191483392,1, ونعم الرجل عزام_الدخيل خسرته التربيه و التعليم اوامر_ملكيه,إيجابي,محايد
M675386284077137920,4, وين رايح التفت خلگ معانا ماروينا من حناگ ومنگ والله ما اكتفينا اوامر_ملكيه اعفاا_عزام_الدخيل ,لا يمكن تحديده,محايد
M675393563975356416,4, وين رايح التفت سلم علينا اعفاا_عزام_الدخيل احمد_العيسى_وزيرا_للتعليم اوامر_ملكيه وداعا_عزام امر_ملكي عاجل ,لا يمكن تحديده,محايد
M675388955672616960,1, وين رايح التفت سلم علينا اوامر_ملكيه,لا يمكن تحديده,محايد
M675392401431764992,3, وين رايح التفت سلم علينا ماشبعنا من اجازاتك وحنانك اوامر_ملكيه اعفاا_عزام_الدخيل ,إيجابي,محايد
M675397143432163328,3, ي قلب لا تحزن اوامر_ملكيه ,لا يمكن تحديده,محايد
M675389610269216768,3, يااااارب يلغون الدوري واسيا وكل البطولات هالموسم اوامر_ملكيه,لا يمكن تحديده,محايد
M675404478439432192,7, ياالمركز السادس تدرون ان فيه اوامر_ملكيه,سخرية,محايد
M675405462137937920,162, يابخت من غادر منصبه وسيرته الطيبه تذكر بالخير شكرا_عزام_الدخيل اوامر_ملكيه ,إيجابي,محايد
M675385406897176576,7, ياجبل ماتهزك اوامر_ملكيه اعفاا_عزام_الدخيل ,لا يمكن تحديده,محايد
M675389706608189440,3, يارب كن بعونه ووفقه وارزقه البطانه الصالحه يارب احفظه واحفظ بلدنا اوامر_ملكيه ,إيجابي,محايد
M675389539175833600,4, ياسلام ناوي على ضرائب اوامر_ملكيه اعفاا_عزام_الدخيل احمد_العيسى ,إيجابي,محايد
M675408590325305344,1, ياشعب طقها الحقها ذا حساب دجال منحل وزير التعليم اذا ضحك على دكاتره كيف بالعامه اوامر_ملكيه,سلبي,محايد
M675386681084760064,3, يالله عسى بالامر خير ويالله عسى بالامر خيره عزام_الدخيل وزير_التعليم اوامر_ملكيه,إيجابي,محايد
M675388642425241600,4, ياليت حظي حظك اوامر_ملكيه ,لا يمكن تحديده,محايد
M675431362145464320,2, ياولد وينك وش هاليله اوامر_ملكيه,لا يمكن تحديده,محايد
M675428513655189504,3, يحفظه ربي من كل شر وجعله دوم ع القوه ويعطيه الصحه والعافيه يارب السعوديه اوامر_ملكيه الملك_سلمان المملكه_العربيه_السعوديه,إيجابي,محايد
M675437186788032512,3, يسرنا تعاملكم معنا للحصول على قبول معاهد او جامعات في الخارج اعفاا_عزام_الدخيل اوامر_ملكيه تعل ,لا يمكن تحديده,محايد
M675393287767859200,1, يعني كذا من غير توديع بتروح الله اكبر كيف طاوعك قلبك شكرا_منسوبي_التعليم اوامر_ملكيه اعفاا_عزام_الدخيل,إيجابي,محايد
M675409843579133952,1,1 كثره تغيير الوزراا تدل على واقع سيئ تعيشه الوزارات واستمرار هذا الواقع سببه التباين الواضح بين مطالب الوزير ورغبات الحكومه اوامر_ملكيه,سلبي,محايد
M675416981949018112,3,Ahmaed_eas حساب وزير الحديد الدكتور احمد العيسى اعفاا_عزام_الدخيل وزير_التعليم_الجديد الوزير_الجديد اوامر_ملكيه,لا يمكن تحديده,محايد
M675691811977879552,1,Retweeted هيثم الشريف انفوجرافيك اوامر_ملكيه لتنميه المواطن وخدماته الوطن ,لا يمكن تحديده,محايد
M675386475068960768,1,ااااممممممممممماااا ششششالوا عزام_الدخيل اوامر_ملكيه,لا يمكن تحديده,محايد
M675389691731042304,1,ابتشي على البمبره وابتشي على التينه اوامر_ملكيه عزام_الدخيل ,لا يمكن تحديده,محايد
M675390727304683520,1,ابراهيم العساف ياجبل مايهزك ريح اوامر_ملكيه,سخرية,محايد
M675397927225991168,1,ابو فكر متى يشلونه علشان يفكر على مهله اوامر_ملكيه,سخرية,محايد
M675384894055411712,1,ابو فهد جحفلهم اوامر_ملكيه,سخرية,سلبي
M675384783795576832,1,ابي اشوف اشكال الناس الي كانت تطبل لعزام الدخيل اي واحد يحب الظهور الاعلامي والفلاشات مامنه فايده اعفاا_وزير_التعليم اوامر_ملكيه,سلبي,محايد
M675395997086965760,3,ابي حسابه اعفاا_عزام_الدخيل احمد_العيسى احمد_العيسى_وزيرا_للتعليم اوامر_ملكيه ,لا يمكن تحديده,محايد
M675383223548043264,1,ابي مليون بس اوامر_ملكيه ,لا يمكن تحديده,محايد
M675466776298299392,3,اتمنى فصل وزاره التعليم العالي عن وزاره التربيه والتعليم كل كيان اضخم من الثاني ياجماعه شكرا_عزام اوامر_ملكيه ,محايد,إيجابي
M675393773988405248,1,اتمنى من عزيز الدوسري والسديري والقرني يبتعدون عن الهلال بنا على طلبهم الهلال اوامر_ملكيه,سخرية,لا يمكن تحديده
M675391000752357376,1,اتمنى يلغي نادي جامعه نوره لانه يدعو الى الفسق والفجور الا اذا توظفت فيها عاد هذا شيا ثاني اوامر_ملكيه ,سلبي,محايد
M675384016388911104,1,اجججججلللدهم اوامر_ملكيه,سلبي,محايد
M675388203864428544,1,احد ناداني اوامر_ملكيه,لا يمكن تحديده,محايد
M675385288974163968,1,احذيه باليه تم استبدالها باحذيه حديثه عشوائيه وتخبط وفوضى زادكم الله فشل فوق فشلكم اعفاا_عزام_الدخيل اوامر_ملكيه السعوديه,سلبي,لا يمكن تحديده
M675389574466691072,1,احس وزير التعليم الجديد يخوف اوامر_ملكيه,سلبي,محايد
M675388470085464064,1,احسن مافي الاوامر الملكيه اعفاا وزير وتعيين وزير اخر بسرعه قبل مايزرف نادي الاهلي اللقب اوامر_ملكيه,لا يمكن تحديده,محايد
M675401060614332416,1,اخباركم طيبين يوم غيري تحرك انا الثاثب اوامر_ملكيه ,لا يمكن تحديده,محايد
M675385745079713792,1,اخواننا اللي بالمركز السابع عسى الاوامر الملكيه توصل لكم علمونا اوامر_ملكيه الهلال النصر,سخرية,لا يمكن تحديده
M675488908138934272,1,اخيرا الغفيص اوت اوامر_ملكيه ,محايد,إيجابي
M675436977810878464,1,اخيرا تحرر معالي وزير التعليم السابق وبدا يغرد على راحته اوامر_ملكيه اوامر_ملكيه_جديده عزام_الدخيل ,محايد,إيجابي
M675383604210499584,1,اخيرا راح الغفيص اوامر_ملكيه,محايد,إيجابي
M675392021176164352,1,اذا مالدهر جرعلى اناس حوادثه اناخ باخرين فقل للشامتين بنا افيقواسيلقى الشامتون كما لقينا اوامر_ملكيه ,لا يمكن تحديده,محايد
M675395673156620288,1,ارجععع بعد ذا صرراخ اعفاا_عزام_الدخيل اوامر_ملكيه عزام_الدخيل ,لا يمكن تحديده,محايد
M675623202144546816,1,اسال الله العظيم رب العرش الكريم ان يطرح فيهم البكره وبسخرهم لخدمه الدين والوطن والمواطن اوامر_ملكيه,إيجابي,محايد
M675389552232669184,1,اسال الله ان يجعلها خير للجميع وينفع بها البلاد والعباد ويستعملنا وهم في طاعته ورضاه وفي خدمه الدين ثم المليك والوطن اوامر_ملكيه امر_ملكي,إيجابي,محايد
M675407099883593728,1,استمتعو بالقرااه عن وزير التعليم الجديد الله يدله ع رفع مستوى التعليم التعليم_السعودي وزير_التعليم اوامر_ملكيه,إيجابي,محايد
M675383859874291712,1,اسرع تغيير البايو اوامر_ملكيه ,لا يمكن تحديده,محايد
M675489497631612928,1,اسمعوا منا ولا تسمعوا عنا اكثر من 200كذبه على الدوله_الاسلاميه احمد_العيسى_وزيرا_للتعليم اوامر_ملكيه,لا يمكن تحديده,محايد
M675400501521997824,1,اشتغل شفت اخر الليل لهم مده ما اشتغلوا الله يطول بعمرك الملك ويوفقه لكل خير اوامر_ملكيه,إيجابي,محايد
M675407237670662144,1,اشكر المهنئين العلم يبني بيتا لا اعمده له الاجازه في قاموسي صبعه قويه اعفاا_عزام_الدخيل اوامر_ملكيه ,لا يمكن تحديده,محايد
M675392564489531392,1,اصبح الوزير مثل حبه الفشار اوامر_ملكيه الديوان_الملكي,سخرية,محايد
M675602172218900480,1,اصبحت الوزارات مثل المنتخب كل لاعبين المملكه دوليين بعد كم سنه تلاقي كل الشعب وزراا من كثر مايغيرون وزراا اوامر_ملكيه,سخرية,سلبي
M675401571216310272,1,اصنع التغيير مرشحكم_خالد_بن_عبدالله_الدخيل ف جنوب_الرياض_يستحق_اكثر في الدائره_التاسعه في الانتخابات_البلديه في الرياض اوامر_ملكيه,لا يمكن تحديده,محايد
M675403604874895360,1,اعاننا الله عليه تصبحون على خير اعفاا_عزام_الدخيل اوامر_ملكيه,لا يمكن تحديده,محايد
M675385572995788800,1,اعفاا عزام الدخيل بطلب منه اوامر_ملكيه زد_رصيدك28,لا يمكن تحديده,محايد
M675385990190616576,1,اعفاا وزير التعليم بناا على طلبه اشتاق للبر و الفقع اوامر_ملكيه,سخرية,محايد
M675411250743009280,1,اغبى تصرف يتصرفه المقربون من الحاكم هو مدحه الدائم والثناا عليه بشكل ساذج فهذه التصرفات تبعدك لاتقربك منه بالذات حكامنا اوامر_ملكيه,سلبي,محايد
M675386959959867392,1,افااا ليه شال الدخيل اشبو والله كان جيد اوامر_ملكيه,كلاهما,سلبي
M675384010835632128,1,افتا طيرو عزام الدخيل اوامر_ملكيه,لا يمكن تحديده,محايد
