"V1","V2"
"فاضل","negative"
"فاضي","negative"
"فاضين","negative"
"فاضيين","negative"
"فاغر","negative"
"فاغرهم","negative"
"فالتغريب","negative"
"فالذنب","negative"
"فالعقوبه","negative"
"فالقذف","negative"
"فانيه","negative"
"فاهمه","negative"
"فايدتها","negative"
"فايده","negative"
"فتانه","negative"
"فتن","negative"
"فتنه","negative"
"فجروا","negative"
"فجور","negative"
"فجوره","negative"
"فحش","negative"
"فخبتم","negative"
"فدمرنا","negative"
"فرق","negative"
"فساد","negative"
"فسادا","negative"
"فسادها","negative"
"فسادهم","negative"
"فسدت","negative"
"فسده","negative"
"فشل","negative"
"فشلت","negative"
"فشلتونا","negative"
"فشله","negative"
"فشلهم","negative"
"فشيله","negative"
"فضائح","negative"
"فضح","negative"
"فضحت","negative"
"فضحتنا","negative"
"فضحتهم","negative"
"فضحتونا","negative"
"فضيحه","negative"
"فظايح","negative"
"فظيحه","negative"
"ففسقوا","negative"
"فكونا","negative"
"فقد","negative"
"فقدنا","negative"
"فقر","negative"
"فقرا","negative"
"فقيده","negative"
"فقيره","negative"
"فكفوا","negative"
"فلاسف","negative"
"فلاشات","negative"
"فلنخمد","negative"
"فلنرتقي","negative"
"فليتق","negative"
"فليتوها","negative"
"فليحتال","negative"
"فوضويه","negative"
"فوضى","negative"
"فيضان","negative"
"قاتله","negative"
"قادح","negative"
"قاسي","negative"
"قاسيه","negative"
"قاهرني","negative"
"قبح","negative"
"قبحك","negative"
"قبحكم","negative"
"قبحهم","negative"
"قبوركم","negative"
"قبيح","negative"
"قتل","negative"
"قتلت","negative"
"قديم","negative"
"قديمه","negative"
"قذاره","negative"
"قذر","negative"
"قذره","negative"
"قرف","negative"
"قشرا","negative"
"قصقصه","negative"
"قضت","negative"
"قطع","negative"
"قطعان","negative"
"قطعها","negative"
"قطيع","negative"
"قفلت","negative"
"قلت","negative"
"قلق","negative"
"قله","negative"
"قليل","negative"
"قمعي","negative"
"قهر","negative"
"قهرني","negative"
"كئيب","negative"
"كائد","negative"
"كاذبا","negative"
"كاذبه","negative"
"كارثه","negative"
"كازينوهات","negative"
"كاسيات","negative"
"كالكلب","negative"
"كبائر","negative"
"كبح","negative"
"كبد","negative"
"كداب","negative"
"كذاب","negative"
"كذابات","negative"
"كذابين","negative"
"كذب","negative"
"كذبه","negative"
"كذبوا","negative"
"كراتين","negative"
"كرهتونا","negative"
"كروشكم","negative"
"كريه","negative"
"كسر","negative"
"كسرت","negative"
"كسرنا","negative"
"كسلان","negative"
"كش","negative"
"كفار","negative"
"كفايه","negative"
"كفر","negative"
"كفى","negative"
"كلاب","negative"
"كلب","negative"
"كلبيه","negative"
"كمخه","negative"
"كمين","negative"
"كنسل","negative"
"كيدك","negative"
"كيده","negative"
"كيدهم","negative"
"كيفكم","negative"
"لاستشراف","negative"
"لاستغلال","negative"
"لبس","negative"
"لتحرشات","negative"
"لتدمع","negative"
"لتغريب","negative"
"لتفتيت","negative"
"لتفقدها","negative"
"لتقصيره","negative"
"لتمزيق","negative"
"لتنشغل","negative"
"لتوافه","negative"
"لحجنه","negative"
"لحرمتها","negative"
"لخايس","negative"
"لخرق","negative"
"لخطوره","negative"
"لدحديره","negative"
"لسذاجتك","negative"
"لسفها","negative"
"لسوء","negative"
"لسوا","negative"
"لشهواتهم","negative"
"لصوص","negative"
"لعبوب","negative"
"لعقوبه","negative"
"لعن","negative"
"لعنبو","negative"
"لعنبوا","negative"
"لعنه","negative"
"لغطرسه","negative"
"لفساد","negative"
"لقافه","negative"
"لقتل","negative"
"لكرهكم","negative"
"للاختلاط","negative"
"للاستغلال","negative"
"للاسف","negative"
"للاشاعات","negative"
"للتافهين","negative"
"للتبرج","negative"
"للتحايل","negative"
"للتضليل","negative"
"للتقليل","negative"
"للحرب","negative"
"للحمير","negative"
"للخراب","negative"
"للخطر","negative"
"للخلف","negative"
"للدشير","negative"
"للدمار","negative"
"للديوثين","negative"
"للرافضه","negative"
"للريبه","negative"
"للسرف","negative"
"للشيطان","negative"
"للفاحشه","negative"
"للفتن","negative"
"للفتنه","negative"
"للفساد","negative"
"للفقرا","negative"
"للفواحش","negative"
"للكرف","negative"
"للكفر","negative"
"للماحي","negative"
"للمخاطره","negative"
"للمنكر","negative"
"للهاويه","negative"
"للهمج","negative"
"للهو","negative"
"لمخالفه","negative"
"لمزوا","negative"
"لمستشرف","negative"
"لنوقف","negative"
"لهايب","negative"
"لهموجه","negative"
"لوطي","negative"
"لوعه","negative"
"لوموا","negative"
"ليبرنجي","negative"
"ليحزن","negative"
"ليستحلا","negative"
"ليشغل","negative"
"ليهلكون","negative"
"مؤخره","negative"
"مؤسف","negative"
"مؤلم","negative"
"مائلات","negative"
"مائيه","negative"
"مات","negative"
"ماساه","negative"
"ماساوي","negative"
"ماسونيين","negative"
"ماش","negative"
"ماكره","negative"
"ماكو","negative"
"مالت","negative"
"مالهاش","negative"
"مبتلشين","negative"
"مبذرين","negative"
"مبزره","negative"
"متاخره","negative"
"متاخرين","negative"
"متازمه","negative"
"متبرئين","negative"
"متبرجات","negative"
"متبطعين","negative"
"متجاهل","negative"
"متجنسه","negative"
"متحامل","negative"
"متحطمه","negative"
"متخرفنين","negative"
"متخلف","negative"
"متخلفات","negative"
"متخلفه","negative"
"متخلفين","negative"
"يكفرون","negative"
"متذمر","negative"
"متراكمه","negative"
"متساهل","negative"
"متسكره","negative"
"متسلخه","negative"
"متشدد","negative"
"متضايق","negative"
"متضرر","negative"
"متضرره","negative"
"متضررين","negative"
"متعالم","negative"
"متعبا","negative"
"متعطله","negative"
"متفجر","negative"
"متفسخه","negative"
"متكاسل","negative"
"متلعثمه","negative"
"متناقض","negative"
"متناقضين","negative"
"متنكه","negative"
"متهاون","negative"
"متوقف","negative"
"متوقفه","negative"
"مثاليه","negative"
"مجازفه","negative"
"مجانين","negative"
"مجاهره","negative"
"مجرمين","negative"
"مجنسه","negative"
"مجهول","negative"
"مجون","negative"
"محارب","negative"
"محاسبتهم","negative"
"محاسبه","negative"
"محاصره","negative"
"محاكمه","negative"
"محدوديه","negative"
"محرم","negative"
"محزن","negative"
"محنه","negative"
"مخادع","negative"
"مخالفه","negative"
"مختل","negative"
"مختلطه","negative"
"مخجل","negative"
"مخجله","negative"
"مخدرات","negative"
"مخدوعات","negative"
"مخرب","negative"
"مخرفنته","negative"
"مخنزه","negative"
"مخيس","negative"
"مخيسه","negative"
"مخيسين","negative"
"مدحدر","negative"
"مدعوس","negative"
"مدفوعين","negative"
"مدلع","negative"
"مدلعين","negative"
"مديون","negative"
"مراقبه","negative"
"مراهقه","negative"
"مرض","negative"
"مرضان","negative"
"مرضانه","negative"
"مرضت","negative"
"مرضى","negative"
"مرعب","negative"
"مرفوض","negative"
"مرمطه","negative"
"مريض","negative"
"مريضين","negative"
"مزابل","negative"
"مزايه","negative"
"مزبله","negative"
"مزري","negative"
"مزعج","negative"
"مساكين","negative"
"مستحيل","negative"
"مستحيله","negative"
"مستعبدين","negative"
"مستفز","negative"
"مستنقع","negative"
"مستنقعات","negative"
"مستهدف","negative"
"مستهدفات","negative"
"مستهلك","negative"
"مستهلكه","negative"
"مسحوب","negative"
"مسختوها","negative"
"مسخره","negative"
"مسخوط","negative"
"مسخوها","negative"
"مسرف","negative"
"مسرمكه","negative"
"مسكين","negative"
"مسكينه","negative"
"مشاكلنا","negative"
"مشغول","negative"
"مشغولون","negative"
"مشغولين","negative"
"مشفح","negative"
"مشفر","negative"
"مشفره","negative"
"مشفولون","negative"
"مشكلتنا","negative"
"مشكله","negative"
"مشوش","negative"
"مشوهه","negative"
"مشينه","negative"
"مصايب","negative"
"مصخت","negative"
"مصخره","negative"
"مصرعه","negative"
"مصيبتنا","negative"
"مصيبتين","negative"
"مصيبه","negative"
"مضيعه","negative"
"مطارده","negative"
"مطايا","negative"
"مطبل","negative"
"مطبلين","negative"
"مطفر","negative"
"مطيه","negative"
"معارض","negative"
"معارضه","negative"
"معارضين","negative"
"معاصي","negative"
"معاقبه","negative"
"معاناه","negative"
"معتوه","negative"
"معصي","negative"
"معضله","negative"
"معفن","negative"
"معقدينا","negative"
"معلقه","negative"
"معوقات","negative"
"معيبا","negative"
"مغبره","negative"
"مغبون","negative"
"مغتصبين","negative"
"مغص","negative"
"مغطاه","negative"
"مغلق","negative"
"مغلقا","negative"
"مغلقه","negative"
"مغلوطه","negative"
"مغمورا","negative"
"مفاتنها","negative"
"مفاسدها","negative"
"مفجرين","negative"
"مفسده","negative"
"مفسدين","negative"
"مفقوده","negative"
"مفلسا","negative"
"مقززه","negative"
"مقصره","negative"
"مقصرين","negative"
"مقطعه","negative"
"مقلب","negative"
"مقهوره","negative"
"مكاويكم","negative"
"مكبرين","negative"
"مكبوته","negative"
"مكروه","negative"
"مكلفه","negative"
"ملاقيف","negative"
"ملتوي","negative"
"ملذاتهم","negative"
"ملعوب","negative"
"ملعونين","negative"
"ملغتوها","negative"
"ملل","negative"
"ملهى","negative"
"ملهيات","negative"
"ملوا","negative"
"مليت","negative"
"ملينا","negative"
"ممزقه","negative"
"ممل","negative"
"ممله","negative"
"مميلات","negative"
"منافق","negative"
"منافقين","negative"
"مناكفه","negative"
"منبطحات","negative"
"منحدرات","negative"
"منحرف","negative"
"منحرفين","negative"
"منحط","negative"
"منحل","negative"
"منحله","negative"
"منخفس","negative"
"منعوه","negative"
"منغمره","negative"
"منقاده","negative"
"منقهر","negative"
"منكر","negative"
"منكرات","negative"
"منهك","negative"
"مهايط","negative"
"مهبول","negative"
"مهترئه","negative"
"مهزله","negative"
"مهزوزه","negative"
"موتو","negative"
"موتوا","negative"
"موجعه","negative"
"ميت","negative"
"ميته","negative"
"نائمه","negative"
"نار","negative"
"نافخه","negative"
"ناقص","negative"
"ناقصنا","negative"
"نبذ","negative"
"نبكي","negative"
"نتبرا","negative"
"نتذمر","negative"
"نترك","negative"
"نتصادم","negative"
"نتصيد","negative"
"نتمادى","negative"
"نتمسك","negative"
"نتهاوش","negative"
"نجاسه","negative"
"نجلطهم","negative"
"نجهل","negative"
"نحتاج","negative"
"نخاطر","negative"
"نخجل","negative"
"نخسي","negative"
"نخشى","negative"
"ندمنا","negative"
"نذمهم","negative"
"نرفض","negative"
"نرهب","negative"
"نزعت","negative"
"نزعل","negative"
"نستغرب","negative"
"نشبت","negative"
"نشبه","negative"
"نصاب","negative"
"نصابين","negative"
"نصب","negative"
"نضحي","negative"
"نطابين","negative"
"نطقطق","negative"
"نظلونا","negative"
"نعايرهم","negative"
"نعبث","negative"
"نعنبوكم","negative"
"نعوذ","negative"
"نفاق","negative"
"نفتقدك","negative"
"نفتك","negative"
"نفجر","negative"
"نفذ","negative"
"نفسيه","negative"
"نفوذ","negative"
"نقلد","negative"
"نقلل","negative"
"نقمه","negative"
"نكب","negative"
"نكبنا","negative"
"نكبه","negative"
"نكد","negative"
"نكسه","negative"
"ننتحر","negative"
"ننكر","negative"
"نهاجر","negative"
"نهايتهم","negative"
"نهب","negative"
"نهبوها","negative"
"نهشوا","negative"
"نهيق","negative"
"هالاشاعات","negative"
"هالحثاله","negative"
"هالخرابيط","negative"
"هالسلقه","negative"
"هالشراذم","negative"
"هالشفقه","negative"
"هالشوشره","negative"
"هالفتن","negative"
"هالمساكين","negative"
"هالمشافيح","negative"
"هالنفاق","negative"
"هامشي","negative"
"هامشيه","negative"
"هامه","negative"
"هب","negative"
"هجت","negative"
"هجمه","negative"
"هجمو","negative"
"هدد","negative"
"هددوها","negative"
"هدر","negative"
"هدرها","negative"
"هدف","negative"
"هربا","negative"
"هزلت","negative"
"هلاكهم","negative"
"هلع","negative"
"هم","negative"
"همج","negative"
"همجيته","negative"
"همجيه","negative"
"همكم","negative"
"همنا","negative"
"همه","negative"
"همي","negative"
"هنود","negative"
"هياته","negative"
"هياط","negative"
"هياطك","negative"
"هيام","negative"
"هيج","negative"
"وااسفاه","negative"
"ابتعاد","negative"
"استفزازها","negative"
"اسطات","negative"
"واسفاب","negative"
"واسفاه","negative"
"اطفحه","negative"
"اطين","negative"
"وافشلتاه","negative"
"الاذل","negative"
"الانبهار","negative"
"التافهات","negative"
"التشيش","negative"
"التناحر","negative"
"الحزن","negative"
"الخلاف","negative"
"الداعشي","negative"
"الدشير","negative"
"السب","negative"
"الشقاق","negative"
"الضراا","negative"
"العادات","negative"
"الغنج","negative"
"الفاسدون","negative"
"الفجور","negative"
"الكباريهات","negative"
"المخالفه","negative"
"المرجفون","negative"
"المسخره","negative"
"المعازف","negative"
"النفاق","negative"
"انهيار","negative"
"اهانه","negative"
"اهوائهم","negative"
"بلعنتها","negative"
"تجسس","negative"
"تحرشاتها","negative"
"تدني","negative"
"تشتيت","negative"
"تضجر","negative"
"تطفل","negative"
"تعقبن","negative"
"تفسخ","negative"
"تهييجهم","negative"
"ثقاله","negative"
"وجع","negative"
"وجعتوا","negative"
"حروب","negative"
"حسرتهم","negative"
"خجلا","negative"
"خرافات","negative"
"داعشيه","negative"
"داعيه","negative"
"دعتني","negative"
"دواب","negative"
"وراكم","negative"
"وراه","negative"
"رخيصات","negative"
"ورطنا","negative"
"ورعان","negative"
"زعزهه","negative"
"سامج","negative"
"سربوا","negative"
"سربوته","negative"
"سنقتل","negative"
"وشدعوه","negative"
"وشذا","negative"
"وصخ","negative"
"طقتها","negative"
"وطي","negative"
"وع","negative"
"وفاه","negative"
"قذفتوها","negative"
"وقف","negative"
"وقفه","negative"
"وكر","negative"
"كلابها","negative"
"وللاسف","negative"
"لهو","negative"
"وماينفع","negative"
"مشاكلها","negative"
"ونغمار","negative"
"هدم","negative"
"هماجه","negative"
"وهميه","negative"
"يتجاهلون","negative"
"يتفلسف","negative"
"يحسدونا","negative"
"يخالف","negative"
"يخزي","negative"
"يدلس","negative"
"يستفز","negative"
"يسحبون","negative"
"يفسدون","negative"
"يقذف","negative"
"ويل","negative"
"يلعن","negative"
"ينبح","negative"
"ينشب","negative"
"ياخذكم","negative"
"ياخذكو","negative"
"ياخر","negative"
"يالشيفه","negative"
"يالقبيحه","negative"
"ياللاسف","negative"
"يالمشافيح","negative"
"يالوصخين","negative"
"يبتلع","negative"
"يبخس","negative"
"يبرر","negative"
"يبطون","negative"
"يبطي","negative"
"يبعدها","negative"
"يبكي","negative"
"يبلانا","negative"
"يبلشكم","negative"
"يبلشون","negative"
"يتباكون","negative"
"يتبجح","negative"
"يتجاهل","negative"
"يتحسف","negative"
"يتحقق","negative"
"يتحلطم","negative"
"يتحلطمون","negative"
"يتحمل","negative"
"يتخرفن","negative"
"يتدلع","negative"
"يتذمر","negative"
"يتسذبون","negative"
"يتشاكى","negative"
"يتشردون","negative"
"يتصايحون","negative"
"يتصيدون","negative"
"يتضرر","negative"
"يتعاركون","negative"
"يتعب","negative"
"يتعمدون","negative"
"يتغير","negative"
"يتفل","negative"
"يتفلسفون","negative"
"يتلذذ","negative"
"يتهكم","negative"
"يتهمونك","negative"
"يتوقف","negative"
"يثور","negative"
"يثير","negative"
"يجادل","negative"
"يجبر","negative"
"يجحدون","negative"
"يجهلون","negative"
"يجيرنا","negative"
"يحاربها","negative"
"يحاربوا","negative"
"يحاري","negative"
"يحاسب","negative"
"يحاصر","negative"
"يحتاج","negative"
"يحتكرون","negative"
"يحذر","negative"
"يحذره","negative"
"يحذفون","negative"
"يحرجني","negative"
"يحرم","negative"
"يحزن","negative"
"يحزنني","negative"
"يحسرتي","negative"
"يحشش","negative"
"يحظهم","negative"
"يختلقون","negative"
"يخرب","negative"
"يخربنها","negative"
"يخزيكم","negative"
"يخسر","negative"
"يخسون","negative"
"يخشى","negative"
"يخفنا","negative"
"يخلف","negative"
"يدافع","negative"
"يدفع","negative"
"يدمر","negative"
"يدهم","negative"
"يذموا","negative"
"يذمونك","negative"
"يرثى","negative"
"يرحل","negative"
"يرحم","negative"
"يرحمك","negative"
"يرفضن","negative"
"يرفعو","negative"
"يرقصون","negative"
"يزعجون","negative"
"يزعل","negative"
"يزعمون","negative"
"يزيلكم","negative"
"يسبها","negative"
"يسبون","negative"
"يسبونها","negative"
"يستحلون","negative"
"يستغل","negative"
"يستنزف","negative"
"يستنفع","negative"
"يستنكر","negative"
"يستهبلون","negative"
"يستهترون","negative"
"يسخرون","negative"
"يسخط","negative"
"يسرق","negative"
"يسب","negative"
"يسكت","negative"
"يشتكي","negative"
"يشتم","negative"
"يشغل","negative"
"يشغلكم","negative"
"يشغلون","negative"
"يشفطون","negative"
"يشفيكم","negative"
"يشككون","negative"
"يشكون","negative"
"يشل","negative"
"يصدع","negative"
"يصرفون","negative"
"يصعب","negative"
"يصيح","negative"
"يصيحون","negative"
"يضر","negative"
"يضلوك","negative"
"يضيع","negative"
"يضيق","negative"
"يطاردهم","negative"
"يطبل","negative"
"يطبلون","negative"
"يطردوني","negative"
"يطقطق","negative"
"يطقطقون","negative"
"يطقطون","negative"
"يطلق","negative"
"يطير","negative"
"يع","negative"
"يعات","negative"
"يعارض","negative"
"يعارضه","negative"
"يعاقبون","negative"
"يعانون","negative"
"يعاني","negative"
"يعبث","negative"
"يعتين","negative"
"يعري","negative"
"يعطل","negative"
"يعقبون","negative"
"يعه","negative"
"يغبن","negative"
"يغرقون","negative"
"يغركم","negative"
"يغفلون","negative"
"يفاقم","negative"
"يفبركون","negative"
"يفتقد","negative"
"يفسدوا","negative"
"يفشل","negative"
"يفشلون","negative"
"يفضح","negative"
"يفكونا","negative"
"يقتلون","negative"
"يقذفها","negative"
"يقشعر","negative"
"يقشونهم","negative"
"يقطع","negative"
"يقلعك","negative"
"يقلعهم","negative"
"يقلعون","negative"
"يقلقهم","negative"
"يقهر","negative"
"يقهرني","negative"
"يقهرونا","negative"
"يكذب","negative"
"يكذبون","negative"
"يكسر","negative"
"يكنسلون","negative"
"يلاحق","negative"
"يلطمون","negative"
"يلعنك","negative"
"يلعنكم","negative"
"يلغي","negative"
"يلهونهم","negative"
"يلومون","negative"
"يمانع","negative"
"يمتعضون","negative"
"يمتنع","negative"
"يمحقهم","negative"
"يمحيهم","negative"
"يمل","negative"
"يمنعونها","negative"
"يموت","negative"
"يموتون","negative"
"يناقض","negative"
"ينتقد","negative"
"ينتقدون","negative"
"ينتقم","negative"
"ينحبسون","negative"
"ينرفز","negative"
"ينسجنون","negative"
"ينسف","negative"
"ينسلخون","negative"
"ينفجر","negative"
"ينقلع","negative"
"ينكد","negative"
"ينكدون","negative"
"ينكرش","negative"
"ينهبون","negative"
"يهايط","negative"
"يهجون","negative"
"يهدد","negative"
"يهرب","negative"
"يهول","negative"
"يوجعكم","negative"
"يوسوس","negative"
"ابتلي","negative"
"ابتليت","negative"
"ابثرتنا","negative"
"ابشع","negative"
"ابعاده","negative"
"ابعدوه","negative"
"ابكي","negative"
"ابله","negative"
"اتسهتار","negative"
"اتعبني","negative"
"اتفلو","negative"
"اتفلوا","negative"
"اتمسخر","negative"
"اتهم","negative"
"اجبن","negative"
"اجتاح","negative"
"اجحاف","negative"
"اجرم","negative"
"اجرمو","negative"
"اجزم","negative"
"اجلد","negative"
"اجلدهم","negative"
"احتاسوا","negative"
"احتجاج","negative"
"احتجاجا","negative"
"احتجاجات","negative"
"احترامي","negative"
"احتكاك","negative"
"احرج","negative"
"احرجت","negative"
"احرق","negative"
"احرقهم","negative"
"احزني","negative"
"احول","negative"
"اخ","negative"
"اخبث","negative"
"اخراج","negative"
"اخراجه","negative"
"اخرصو","negative"
"اخس","negative"
"اخسروه","negative"
"اخضع","negative"
"اخطاء","negative"
"اخطائك","negative"
"اخطائه","negative"
"اخطاك","negative"
"اخطاه","negative"
"اخفاق","negative"
"اخفاقات","negative"
"اخفاقاتكم","negative"
"اخفوا","negative"
"ادراج","negative"
"اذلف","negative"
"اذناب","negative"
"اربك","negative"
"ارحل","negative"
"ارحمهم","negative"
"اردى","negative"
"ارقع","negative"
"ارهاق","negative"
"ازبل","negative"
"ازعاجهم","negative"
"ازعجتنا","negative"
"ازق","negative"
"اسبك","negative"
"استح","negative"
"استحقر","negative"
"استحوا","negative"
"استخف","negative"
"استرجلو","negative"
"استعراض","negative"
"استعراضك","negative"
"استعراضه","negative"
"استعراضي","negative"
"استغفال","negative"
"استقال","negative"
"استقالت","negative"
"استقاله","negative"
"استهتارك","negative"
"استهتر","negative"
"استهلك","negative"
"اسقاط","negative"
"اسكت","negative"
"اسوى","negative"
"اسير","negative"
"اشخل","negative"
"اشغلنا","negative"
"اصفره","negative"
"اصفعها","negative"
"اصفقه","negative"
"اصيب","negative"
"اضاع","negative"
"اضاعت","negative"
"اضاعوك","negative"
"اضر","negative"
"اضرب","negative"
"اضطهاد","negative"
"اضعت","negative"
"اضعف","negative"
"اضعفت","negative"
"اضعنا","negative"
"اضغط","negative"
"اضغطهم","negative"
"اطرد","negative"
"اطردوا","negative"
"اطردوه","negative"
"اطفال","negative"
"اطفالها","negative"
"اطقطق","negative"
"اظلم","negative"
"اظلمك","negative"
"اظلموك","negative"
"اعتزل","negative"
"اعدا","negative"
"اعماك","negative"
"اعماهم","negative"
"اعمى","negative"
"اعيت","negative"
"اغبى","negative"
"اغبي","negative"
"اغتالوا","negative"
"اغتصب","negative"
"اغث","negative"
"اغفال","negative"
"اغفل","negative"
"الغى","negative"
"اغلاطه","negative"
"اغلاقه","negative"
"افتقد","negative"
"افسدا","negative"
"افسدو","negative"
"افضع","negative"
"افقد","negative"
"افقدهم","negative"
"افلس","negative"
"اقالوه","negative"
"اقذر","negative"
"اقفل","negative"
"اقلعو","negative"
"اقلعوه","negative"
"اكتساح","negative"
"اكسر","negative"
"اكلوك","negative"
"الابتذال","negative"
"الاحول","negative"
"الاختناق","negative"
"الاخرق","negative"
"الاخطا","negative"
"الاخفاقات","negative"
"الازعاج","negative"
"الازيرق","negative"
"الاستخفاف","negative"
"الاستعراضي","negative"
"الاستنقاص","negative"
"الاستهانه","negative"
"الاستهبال","negative"
"الاصابه","negative"
"الاصيفر","negative"
"الاطاحه","negative"
"الاعتدا","negative"
"الاعمى","negative"
"الاغمائيه","negative"
"الاقل","negative"
"الاكراه","negative"
"الامعات","negative"
"الامعه","negative"
"الانبطاح","negative"
"الانبطاحه","negative"
"الانبطاحي","negative"
"الانبطاحيه","negative"
"الانتقادات","negative"
"الانتقام","negative"
"الانسحاب","negative"
"الاهانه","negative"
"البؤسا","negative"
"البؤساء","negative"
"الباهت","negative"
"الباهته","negative"
"البربسه","negative"
"البزر","negative"
"البغيل","negative"
"البقراويه","negative"
"البكا","negative"
"البكائيات","negative"
"البومه","negative"
"التبطح","negative"
"التبغ","negative"
"التجبر","negative"
"التحريضيه","negative"
"التحكيم","negative"
"التخاذل","negative"
"التخبيص","negative"
"التدليل","negative"
"التريقه","negative"
"التسلاب","negative"
"التسلل","negative"
"التسللات","negative"
"التعازي","negative"
"التعالي","negative"
"التعثر","negative"
"التعدي","negative"
"التعصب","negative"
"التفريط","negative"
"التفلسف","negative"
"التقليل","negative"
"التماسيح","negative"
"التناقض","negative"
"التنكيد","negative"
"التهديد","negative"
"التهكم","negative"
"التوتر","negative"
"الجاحد","negative"
"الجبان","negative"
"الجبانه","negative"
"الجبنا","negative"
"الجحافل","negative"
"الجحش","negative"
"الجحفله","negative"
"الجحوش","negative"
"الجزم","negative"
"الجلاد","negative"
"الجلد","negative"
"الجلطه","negative"
"الجنوس","negative"
"الجنون","negative"
"الحاقد","negative"
"الحرج","negative"
"الحسود","negative"
"الحظيظ","negative"
"الحفاظه","negative"
"الحفايظ","negative"
"الحقد","negative"
"الحمار","negative"
"الحماقه","negative"
"الحمير","negative"
"الحنفوش","negative"
"الحيوان","negative"
"الخاسئون","negative"
"الخاسر","negative"
"الخاطئه","negative"
"الخبيث","negative"
"الخداع","negative"
"الخدم","negative"
"الخدمي","negative"
"الخرا","negative"
"الخرده","negative"
"الخسر","negative"
"الخسيس","negative"
"الخشوم","negative"
"الخصم","negative"
"الخنزير","negative"
"الخيانات","negative"
"الداومه","negative"
"الدايخ","negative"
"الدبش","negative"
"الدجاج","negative"
"الدجه","negative"
"الدرويش","negative"
"الدعس","negative"
"الدعم","negative"
"الدلال","negative"
"الدلوعه","negative"
"الدناءه","negative"
"الدناه","negative"
"الدنيئه","negative"
"الردح","negative"
"الردى","negative"
"الرشاوي","negative"
"الرعب","negative"
"الرعونه","negative"
"الرقاصه","negative"
"الرقص","negative"
"الزعل","negative"
"الزعيق","negative"
"الزعيقي","negative"
"الزعيقين","negative"
"الزلايب","negative"
"السئ","negative"
"السافل","negative"
"السباك","negative"
"السبك","negative"
"السبهه","negative"
"السرق","negative"
"السطحيه","negative"
"السفاح","negative"
"السفله","negative"
"السكري","negative"
"السلبي","negative"
"السليق","negative"
"السمسار","negative"
"السنافر","negative"
"السنفور","negative"
"السوء","negative"
"السوا","negative"
"السيئ","negative"
"السيئين","negative"
"السيا","negative"
"الشبهات","negative"
"الشتم","negative"
"الشرخ","negative"
"الشرف","negative"
"الشريف","negative"
"الشريفه","negative"
"الشغاله","negative"
"الشفاحه","negative"
"الشقرديه","negative"
"الصراصير","negative"
"الصعاليك","negative"
"الصغير","negative"
"الصغيره","negative"
"الصفرا","negative"
"الصياح","negative"
"الضائع","negative"
"الضائعه","negative"
"الضايعه","negative"
"الضجه","negative"
"الضرب","negative"
"الضربه","negative"
"الضعيفه","negative"
"الضفادع","negative"
"الضفدع","negative"
"الضلما","negative"
"الضيم","negative"
"الطاقيه","negative"
"الطبال","negative"
"الطباين","negative"
"الطبطبه","negative"
"الطبل","negative"
"الطحالب","negative"
"الطحلب","negative"
"الطحلبي","negative"
"الطحلبيه","negative"
"الطراطير","negative"
"الطرد","negative"
"الطقطقه","negative"
"الطناخه","negative"
"الطواقي","negative"
"الظالمون","negative"
"الظلمه","negative"
"الظلمى","negative"
"العاجزون","negative"
"العاله","negative"
"العاهات","negative"
"العاهه","negative"
"العباطه","negative"
"العبط","negative"
"العتاريس","negative"
"العداله","negative"
"العقيمه","negative"
"العلقم","negative"
"العله","negative"
"العمى","negative"
"العميا","negative"
"العن","negative"
"العناد","negative"
"العنز","negative"
"العيب","negative"
"الغاه","negative"
"الغباي","negative"
"الغبيه","negative"
"الغرور","negative"
"الغريم","negative"
"الغشيم","negative"
"الغضا","negative"
"الغلط","negative"
"الغو","negative"
"الغي","negative"
"الفاشله","negative"
"الفاضح","negative"
"الفاضحه","negative"
"الفراغ","negative"
"الفضيحه","negative"
"الفطري","negative"
"الفقراوبه","negative"
"الفقراوي","negative"
"الفقراوين","negative"
"الفقراويه","negative"
"الفقراويين","negative"
"الفلافل","negative"
"الفلسفه","negative"
"القاتله","negative"
"القسوه","negative"
"القصور","negative"
"القطيع","negative"
"القفل","negative"
"القم","negative"
"القمار","negative"
"القنبله","negative"
"الكارثيه","negative"
"الكاره","negative"
"الكافره","negative"
"الكديش","negative"
"الكمخه","negative"
"الكوارثيه","negative"
"الكوراث","negative"
"اللحجي","negative"
"اللخبطه","negative"
"اللصوصيه","negative"
"اللطم","negative"
"اللطميات","negative"
"اللعن","negative"
"اللعين","negative"
"اللغو","negative"
"اللقم","negative"
"اللهث","negative"
"اللوم","negative"
"الم","negative"
"المؤامره","negative"
"المؤلم","negative"
"الماغص","negative"
"المبوبز","negative"
"المتالم","negative"
"المتحيزه","negative"
"المتخاذل","negative"
"المتخاذلين","negative"
"المتدني","negative"
"المتطفلين","negative"
"المتعالي","negative"
"المتقوقعين","negative"
"المتهالك","negative"
"المتهم","negative"
"المتهور","negative"
"المثاليه","negative"
"المجانين","negative"
"المجزره","negative"
"المجلود","negative"
"المحارش","negative"
"المحرومه","negative"
"المحرومين","negative"
"المحوقه","negative"
"المخبص","negative"
"المختفي","negative"
"المخرف","negative"
"المخفي","negative"
"المخيبه","negative"
"المدرعمه","negative"
"المدعوم","negative"
"المدلل","negative"
