"V1","V2"
"يقلعك","negative"
"يقلعهم","negative"
"يقلعون","negative"
"يقلقهم","negative"
"يقهر","negative"
"يقهرني","negative"
"يقهرونا","negative"
"يكذب","negative"
"يكذبون","negative"
"يكسر","negative"
"يكنسلون","negative"
"يلاحق","negative"
"يلطمون","negative"
"يلعنك","negative"
"يلعنكم","negative"
"يلغي","negative"
"يلهونهم","negative"
"يلومون","negative"
"يمانع","negative"
"يمتعضون","negative"
"يمتنع","negative"
"يمحقهم","negative"
"يمحيهم","negative"
"يمل","negative"
"يمنعونها","negative"
"يموت","negative"
"يموتون","negative"
"يناقض","negative"
"ينتقد","negative"
"ينتقدون","negative"
"ينتقم","negative"
"ينحبسون","negative"
"ينرفز","negative"
"ينسجنون","negative"
"ينسف","negative"
"ينسلخون","negative"
"ينفجر","negative"
"ينقلع","negative"
"ينكد","negative"
"ينكدون","negative"
"ينكرش","negative"
"ينهبون","negative"
"يهايط","negative"
"يهجون","negative"
"يهدد","negative"
"يهرب","negative"
"يهول","negative"
"يوجعكم","negative"
"يوسوس","negative"
"اجلد","negative"
"احرج","negative"
"الضجه","negative"
"الفقراويه","negative"
"جلدهم","negative"
"يخسر","negative"
"واسطه","negative"
"اخطا","negative"
"اخطر","negative"
"ارهاب","negative"
"اصعب","negative"
"اعاني","negative"
"اعاني","negative"
"اقل","negative"
"التعاسه","negative"
"الجريمه","negative"
"الخوف","negative"
"الزحمه","negative"
"الصراخ","negative"
"الضغط","negative"
"الظالمين","negative"
"العفن","negative"
"الفساد","negative"
"المشكله","negative"
"تفضح","negative"
"تفضح","negative"
"تفضحهم","negative"
"تفضحهم","negative"
"حذفت","negative"
"حرام","negative"
"خسر","negative"
"سفاح","negative"
"سفاح","negative"
"صفعه","negative"
"ضد","negative"
"ضد","negative"
"ضررا","negative"
"ظلم","negative"
"عجز","negative"
"غروره","negative"
"غروره","negative"
"غش","negative"
"فضح","negative"
"فضحت","negative"
"مدلع","negative"
"مشكله","negative"
