"V1","V2"
"ملطشت","negative"
"ملعنه","negative"
"ملعوبه","negative"
"ملغى","negative"
"ملغي","negative"
"ملوثه","negative"
"مموت","negative"
"منافقا","negative"
"منبطح","negative"
"منبطحين","negative"
"منتهيين","negative"
"منحوس","negative"
"منشطات","negative"
"منصدمين","negative"
"منضغط","negative"
"منغبنه","negative"
"منغثات","negative"
"منغثه","negative"
"منفسين","negative"
"مهازل","negative"
"مهدر","negative"
"مهدوم","negative"
"مهرج","negative"
"مهزوز","negative"
"مهزوم","negative"
"مهزوما","negative"
"مهزومه","negative"
"مهمش","negative"
"مولمه","negative"
"نائحه","negative"
"نازل","negative"
"ناسف","negative"
"ناشبين","negative"
"ناكب","negative"
"ناكبنا","negative"
"ناكر","negative"
"نباح","negative"
"نباحك","negative"
"نباحهم","negative"
"نتضرر","negative"
"نتف","negative"
"نجامل","negative"
"نجس","negative"
"نجلدك","negative"
"نحاسه","negative"
"نحر","negative"
"نحرت","negative"
"نحره","negative"
"نحرهم","negative"
"نحرو","negative"
"نحروا","negative"
"نحروك","negative"
"نحس","negative"
"نخاف","negative"
"نخسر","negative"
"ندعس","negative"
"نذاله","negative"
"نرفزت","negative"
"نرفزه","negative"
"نرقع","negative"
"نزيف","negative"
"نسف","negative"
"نسفت","negative"
"نسو","negative"
"نسوا","negative"
"نشاز","negative"
"نشب","negative"
"نشخلهم","negative"
"نشمئز","negative"
"نصباب","negative"
"نصدق","negative"
"نضيع","negative"
"نطبل","negative"
"نعاتبك","negative"
"نعامه","negative"
"نعميها","negative"
"نغتصب","negative"
"نفاقكم","negative"
"نفخه","negative"
"نقص","negative"
"نكبات","negative"
"نكباته","negative"
"نكبتنا","negative"
"نكدوا","negative"
"نكسر","negative"
"ننبطح","negative"
"ننجلد","negative"
"ننجلط","negative"
"نندم","negative"
"ننكد","negative"
"نهايته","negative"
"نهايط","negative"
"نواحكم","negative"
"نواعم","negative"
"نيشمورا","negative"
"نيشيمورا","negative"
"هابط","negative"
"هاجم","negative"
"هالاشكال","negative"
"هالدلخ","negative"
"هالدلوخ","negative"
"هالزق","negative"
"هالطاقيه","negative"
"هالعاهات","negative"
"هالعاهه","negative"
"هالعبد","negative"
"هالفاشل","negative"
"هالفقراوي","negative"
"هالكلاب","negative"
"هالمسخره","negative"
"هالمهزله","negative"
"هالوضيع","negative"
"هايط","negative"
"هبوط","negative"
"هزليه","negative"
"هزم","negative"
"هزمكم","negative"
"هزمناهم","negative"
"هزمهم","negative"
"هزيل","negative"
"هزيمته","negative"
"هزيمتين","negative"
"هزيمه","negative"
"هش","negative"
"هفوه","negative"
"هلكتونا","negative"
"هوس","negative"
"هوشه","negative"
"هياطكم","negative"
"وافضيحتاه","negative"
"ورط","negative"
"ورع","negative"
"ورعنه","negative"
"وساخه","negative"
"وسخ","negative"
"وصاخه","negative"
"وصخه","negative"
"وصخين","negative"
"وضاعتهم","negative"
"وضاعه","negative"
"وضيع","negative"
"وضيعه","negative"
"وضيعين","negative"
"وفشيلاتاه","negative"
"وقاحه","negative"
"وقتيه","negative"
"وقح","negative"
"ولع","negative"
"وهق","negative"
"ويلات","negative"
"يؤلم","negative"
"يبتليهم","negative"
"يبجي","negative"
"يبربر","negative"
"يبطح","negative"
"يبكون","negative"
"يتالمون","negative"
"يتباكى","negative"
"يتبطح","negative"
"يتبكبك","negative"
"يتحرق","negative"
"يتحسر","negative"
"يتخبص","negative"
"يتخبط","negative"
"يتراجع","negative"
"يترقص","negative"
"يترنح","negative"
"يترنحون","negative"
"يتزقزق","negative"
"يتساقطون","negative"
"يتساهل","negative"
"يتشمتون","negative"
"يتضاحكون","negative"
"يتعالى","negative"
"يتعثر","negative"
"يتعمد","negative"
"يتغطرس","negative"
"يتكبر","negative"
"يتمسخر","negative"
"يتملعن","negative"
"يتوعد","negative"
"يتوفى","negative"
"يتوهق","negative"
"يثار","negative"
"يجامل","negative"
"يجامله","negative"
"يجحفل","negative"
"يجحفلهم","negative"
"يجرده","negative"
"يجلد","negative"
"يجلدك","negative"
"يجلدنا","negative"
"يجلدهم","negative"
"يجلط","negative"
"يجلطنا","negative"
"يجلطني","negative"
"يجهض","negative"
"يحارب","negative"
"يحاربون","negative"
"يحارش","negative"
"يحتجون","negative"
"يحتضر","negative"
"يحرج","negative"
"يحرق","negative"
"يحرقك","negative"
"يحرمه","negative"
"يحرمون","negative"
"يحشر","negative"
"يحومون","negative"
"يخبص","negative"
"يخبصها","negative"
"يخثرج","negative"
"يخدر","negative"
"يخدعون","negative"
"يخذل","negative"
"يخذلونك","negative"
"يخربط","negative"
"يخرسون","negative"
"يخرف","negative"
"يخزيك","negative"
"يخسرها","negative"
"يخسرو","negative"
"يخسرون","negative"
"يخسى","negative"
"يخضع","negative"
"يخطئ","negative"
"يخطا","negative"
"يخطى","negative"
"يخطي","negative"
"يخفيها","negative"
"يخوف","negative"
"يخون","negative"
"يدعس","negative"
"يدق","negative"
"يدقك","negative"
"يدقو","negative"
"يدك","negative"
"يدمرك","negative"
"يذبح","negative"
"يرتشي","negative"
"يرثا","negative"
"يرجمونه","negative"
"يرعب","negative"
"يرفس","negative"
"يرقع","negative"
"يروح","negative"
"يزاعقون","negative"
"يزعج","negative"
"يزعلون","negative"
"يزفون","negative"
"يساعدهم","negative"
"يسبونه","negative"
"يستحقر","negative"
"يستسلم","negative"
"يستعرض","negative"
"يستغبي","negative"
"يستغفل","negative"
"يستغفلهم","negative"
"يستفزك","negative"
"يستفزون","negative"
"يستقعد","negative"
"يستقوون","negative"
"يستقيل","negative"
"يستلعن","negative"
"يستنقص","negative"
"يستهتر","negative"
"يستهزي","negative"
"يستهزيا","negative"
"يسخر","negative"
"يسرقون","negative"
"يسقط","negative"
"يسلب","negative"
"يسلبان","negative"
"يسلط","negative"
"يسلك","negative"
"يشقى","negative"
"يصايح","negative"
"يصايحون","negative"
"يصدمني","negative"
"يصرخ","negative"
"يصرخون","negative"
"يصعبها","negative"
"يصعق","negative"
"يصغر","negative"
"يصفقني","negative"
"يصياحون","negative"
"يصيحوا","negative"
"يضرب","negative"
"يضرون","negative"
"يضعفه","negative"
"يضغطهم","negative"
"يطرد","negative"
"يطس","negative"
"يطق","negative"
"يطلعون","negative"
"يطنش","negative"
"يطيح","negative"
"يظلم","negative"
"يظلمنا","negative"
"يعاب","negative"
"يعاقب","negative"
"يعاند","negative"
"يعبثون","negative"
"يعتدي","negative"
"يعترض","negative"
"يعتزل","negative"
"يعمي","negative"
"يعورني","negative"
"يعول","negative"
"يعيبوا","negative"
"يعيق","negative"
"يعيقه","negative"
"يغبنك","negative"
"يغتال","negative"
"يغتصبون","negative"
"يغش","negative"
"يغض","negative"
"يغلط","negative"
"يغيب","negative"
"يفترس","negative"
"يفجر","negative"
"يفجع","negative"
"يفحط","negative"
"يفرط","negative"
"يفضحهم","negative"
"يفقدنا","negative"
"يفكنا","negative"
"يفند","negative"
"يقتل","negative"
"يقحمون","negative"
"يقسو","negative"
"يقسوان","negative"
"يقصر","negative"
"يقلع","negative"
"يقلقنا","negative"
"يقهرك","negative"
"يكابر","negative"
"يكره","negative"
"يلجم","negative"
"يلطم","negative"
"يلعبون","negative"
"يلعنه","negative"
"يلعنها","negative"
"يلعنهم","negative"
"يلغون","negative"
"يلغى","negative"
"يلقم","negative"
"يمردغهم","negative"
"يمرض","negative"
"يمنع","negative"
"ينابح","negative"
"ينابحون","negative"
"يناهق","negative"
"ينبحن","negative"
"ينبحوا","negative"
"ينبحون","negative"
"ينبطح","negative"
"ينبطحون","negative"
"ينتحر","negative"
"ينتفض","negative"
"ينتقص","negative"
"ينتكس","negative"
"ينثبر","negative"
"ينجلد","negative"
"ينجلدون","negative"
"ينحاش","negative"
"ينحر","negative"
"ينحرم","negative"
"ينحرون","negative"
"ينحشر","negative"
"ينخر","negative"
"يندم","negative"
"ينزع","negative"
"ينضغط","negative"
"ينطم","negative"
"ينظلم","negative"
"ينعن","negative"
"ينفع","negative"
"ينقصه","negative"
"ينكب","negative"
"ينكبونا","negative"
"ينكر","negative"
"ينلقم","negative"
"ينهار","negative"
"ينهزم","negative"
"ينهونه","negative"
"يهاجمون","negative"
"يهاجن","negative"
"يهايطون","negative"
"يهب","negative"
"يهدر","negative"
"يهدم","negative"
"يهربون","negative"
"يهرس","negative"
"يهزم","negative"
"يهزمنا","negative"
"يهزمه","negative"
"يهلك","negative"
"يهين","negative"
"يوبخون","negative"
"يوجع","negative"
"يوجعني","negative"
"يوجعهم","negative"
"يوقف","negative"
"يولولون","negative"
"اعاني","negative"
"تفضح","negative"
"تفضحهم","negative"
"ياخذك","negative"
"اقل","negative"
"الجريمه","negative"
"الزحمه","negative"
"الفساد","negative"
"المشكله","negative"
"حرام","negative"
"ضد","negative"
"مشكله","negative"
"الضجه","negative"
"اجلد","negative"
"احرج","negative"
"اخطر","negative"
"اصعب","negative"
"الخوف","negative"
"الضغط","negative"
"الفقراويه","negative"
"جلدهم","negative"
"خسر","negative"
"غش","negative"
"غروره","negative"
"اخطا","negative"
"يخسر","negative"
"الصراخ","negative"
"العفن","negative"
"ظلم","negative"
"لعنه","negative"
"فضح","negative"
"فضحت","negative"
"ضد","negative"
"سفاح","negative"
"استهتار","negative"
"الاحتجاج","negative"
"الزق","negative"
"الشرهه","negative"
"الضعيف","negative"
"الظالم","negative"
"الظالمين","negative"
"الظلام","negative"
"الظلم","negative"
"جحفلونا","negative"
"جحلونا","negative"
"ضفادع","negative"
